,Bang_cap,Nam_kinh_nghiem,Mang_cong_viec,Luong,Luong_cu,Thoi_gian_gan_bo,Nang_luc_work,Xep_loai_bang
411,Dai hoc,0,Lap trinh vien,9.45,9,1,C,Gioi
412,Dai hoc,0,Lap trinh vien,6.3,6,1,D,Xuat sac
413,Khong bang cap,1,Lap trinh vien,6.3,6,2,B,Khong xep loai
414,Khong bang cap,13,Tester,10.5,10,1,A,Khong xep loai
415,Cao dang,2,Ky su R&D,9.45,9,11,D,Gioi
416,Dai hoc,7,Tu van ban hang,6.3,6,5,B,Xuat sac
417,Cao dang,25,Lap trinh vien,13.65,13,3,D,Trung binh
418,Dai hoc,3,Lap trinh vien,15.75,15,1,A,Xuat sac
419,Dai hoc,6,Lap trinh vien,17.85,17,2,B,Trung binh
420,Khong bang cap,0,Tester,5.25,5,0,A,Khong xep loai
421,Dai hoc,2,Tu van ban hang,13.65,13,1,A,Trung binh
422,Cao dang,4,Lap trinh vien,19.95,19,9,B,Trung binh
423,Khong bang cap,1,Lap trinh vien,5.25,5,3,A,Khong xep loai
424,Cao dang,2,PM,24.15,23,4,A,Xuat sac
425,Dai hoc,1,Tu van ban hang,8.4,8,8,D,Trung binh
426,Cao dang,0,Tester,4.2,4,1,B,Xuat sac
427,Khong bang cap,19,Lap trinh vien,15.75,15,1,D,Khong xep loai
428,Cao dang,3,Tu van ban hang,5.25,5,2,C,Xuat sac
429,Khong bang cap,3,Tester,5.25,5,1,C,Khong xep loai
430,Cao dang,0,PM,21,20,0,D,Gioi
431,Dai hoc,0,Lap trinh vien,21,20,0,A,kha
432,Dai hoc,2,BA,6.3,6,4,C,kha
433,Dai hoc,2,Lap trinh vien,21,20,2,A,kha
434,Dai hoc,0,Lap trinh vien,18.9,18,6,D,Gioi
435,Dai hoc,8,Tu van ban hang,13.65,13,12,C,Xuat sac
436,Dai hoc,5,Tu van ban hang,6.3,6,8,A,Trung binh
437,Khong bang cap,2,BA,17.85,17,5,C,Khong xep loai
438,Khong bang cap,4,PM,19.95,19,0,A,Khong xep loai
439,Cao dang,5,Lap trinh vien,8.4,8,0,A,Gioi
440,Cao dang,0,Xu ly data,5.25,5,4,A,kha
441,Dai hoc,0,BA,15.75,15,1,C,Trung binh
442,Khong bang cap,4,Lap trinh vien,24.15,23,10,D,Khong xep loai
443,Dai hoc,7,Lap trinh vien,33.075,31.5,7,D,kha
444,Dai hoc,0,Ke toan,15.75,15,1,C,kha
445,Cao dang,6,PM,30.45,29,9,B,Xuat sac
446,Dai hoc,0,PM,9.45,9,0,B,Gioi
447,Cao dang,1,Tu van ban hang,8.4,8,2,C,kha
448,Khong bang cap,1,PM,22.05,21,1,D,Khong xep loai
449,Cao dang,0,Tu van ban hang,13.65,13,0,D,Xuat sac
450,Cao dang,0,Lap trinh vien,34.65,33,1,C,Trung binh
451,Cao dang,2,Lap trinh vien,13.65,13,2,C,Gioi
452,Cao dang,12,Lap trinh vien,4.2,4,5,C,Gioi
453,Khong bang cap,3,Lap trinh vien,18.9,18,4,D,Khong xep loai
454,Cao dang,0,Ky su R&D,16.8,16,0,C,Trung binh
455,Cao dang,3,Tu van ban hang,8.4,8,3,D,kha
456,Dai hoc,0,BA,12.6,12,1,D,kha
457,Cao dang,0,Lap trinh vien,23.1,22,2,A,Gioi
458,Dai hoc,0,Ke toan,4.2,4,1,B,Gioi
459,Cao dang,0,BA,22.05,21,3,B,kha
460,Cao dang,36,PM,25.2,24,12,A,Gioi
461,Dai hoc,3,Lap trinh vien,5.25,5,4,C,Trung binh
462,Cao dang,10,PM,105,100,5,A,Trung binh
463,Cao dang,5,Tester,11.55,11,8,C,Xuat sac
464,Cao dang,22,Lap trinh vien,9.45,9,2,B,Gioi
465,Dai hoc,1,PM,36.225,34.5,4,D,Trung binh
466,Cao dang,8,Ky su R&D,12.6,12,1,B,kha
467,Cao dang,8,Lap trinh vien,7.35,7,5,D,Trung binh
468,Dai hoc,0,PM,26.25,25,0,A,Trung binh
469,Cao dang,1,Lap trinh vien,16.8,16,7,B,Gioi
470,Cao dang,4,Lap trinh vien,15.75,15,0,D,Gioi
471,Cao dang,1,Lap trinh vien,14.175,13.5,1,D,Xuat sac
472,Cao dang,12,Lap trinh vien,21,20,1,D,kha
473,Dai hoc,1,Tu van ban hang,4.2,4,1,C,Gioi
474,Cao dang,5,Tu van ban hang,10.5,10,1,A,Gioi
475,Dai hoc,0,Lap trinh vien,13.65,13,1,C,Gioi
476,Cao dang,7,Tu van ban hang,8.4,8,6,B,Xuat sac
477,Khong bang cap,4,Lap trinh vien,16.8,16,6,C,Khong xep loai
478,Dai hoc,0,Tu van ban hang,12.6,12,3,A,Trung binh
479,Dai hoc,1,Tester,12.6,12,2,C,Xuat sac
480,Thac si,0,BA,24.15,23,0,A,Gioi
481,Cao dang,8,Lap trinh vien,12.6,12,2,B,kha
482,Dai hoc,0,BA,24.15,23,0,A,Trung binh
483,Khong bang cap,0,Lap trinh vien,24.15,23,0,C,Khong xep loai
484,Khong bang cap,10,Tu van ban hang,8.4,8,0,D,Khong xep loai
485,Cao dang,2,Ky su R&D,12.6,12,3,B,Trung binh
486,Khong bang cap,2,Tu van ban hang,5.25,5,8,A,Khong xep loai
487,Cao dang,6,Tu van ban hang,4.2,4,4,B,Trung binh
488,Thac si,2,Ky su R&D,18.9,18,0,A,Xuat sac
489,Dai hoc,1,Ky su R&D,15.75,15,8,B,Trung binh
490,Dai hoc,5,Ky su R&D,15.75,15,3,C,Gioi
491,Cao dang,2,Tu van ban hang,13.65,13,0,D,Trung binh
492,Thac si,0,Ky su R&D,25.2,24,1,A,Xuat sac
493,Dai hoc,0,Tu van ban hang,12.6,12,1,B,kha
494,Cao dang,0,Lap trinh vien,18.9,18,1,A,Xuat sac
495,Cao dang,7,Lap trinh vien,9.45,9,0,A,Xuat sac
496,Khong bang cap,2,Ke toan,14.7,14,0,C,Khong xep loai
497,Cao dang,9,BA,22.05,21,2,A,kha
498,Khong bang cap,3,Tester,5.25,5,9,D,Khong xep loai
499,Cao dang,12,Lap trinh vien,24.15,23,12,D,Gioi
500,Cao dang,3,Lap trinh vien,4.2,4,2,B,Gioi
501,Cao dang,3,PM,17.85,17,0,C,Trung binh
502,Dai hoc,2,Lap trinh vien,25.2,24,2,C,Trung binh
503,Khong bang cap,2,Lap trinh vien,22.05,21,5,A,Khong xep loai
504,Cao dang,0,Lap trinh vien,23.1,22,2,C,Gioi
505,Dai hoc,14,Lap trinh vien,14.7,14,7,B,Xuat sac
506,Dai hoc,0,Tu van ban hang,4.2,4,0,A,Xuat sac
507,Cao dang,14,Tester,9.45,9,14,B,Trung binh
508,Dai hoc,1,Lap trinh vien,25.2,24,0,D,kha
509,Dai hoc,0,Lap trinh vien,6.3,6,6,B,kha
510,Dai hoc,17,BA,23.1,22,10,A,Gioi
511,Cao dang,5,Lap trinh vien,14.7,14,9,C,kha
512,Dai hoc,2,Lap trinh vien,4.2,4,1,D,Trung binh
513,Dai hoc,6,BA,17.85,17,0,B,kha
514,Dai hoc,1,Lap trinh vien,8.4,8,1,B,Gioi
515,Dai hoc,2,Ky su R&D,5.25,5,2,A,Trung binh
516,Cao dang,1,Lap trinh vien,10.5,10,1,B,Gioi
517,Thac si,3,Lap trinh vien,18.9,18,3,A,Trung binh
518,Cao dang,7,BA,7.35,7,3,C,kha
519,Thac si,1,BA,25.2,24,1,A,Xuat sac
520,Dai hoc,2,Lap trinh vien,18.9,18,4,C,Gioi
521,Dai hoc,2,Lap trinh vien,26.775,25.5,0,B,kha
522,Khong bang cap,5,Lap trinh vien,14.7,14,8,A,Khong xep loai
523,Dai hoc,5,Ky su R&D,23.1,22,13,B,Xuat sac
524,Khong bang cap,3,Ky su R&D,21,20,0,B,Khong xep loai
525,Thac si,1,Lap trinh vien,25.2,24,0,A,Gioi
526,Dai hoc,26,Lap trinh vien,24.15,23,3,D,kha
527,Cao dang,0,Lap trinh vien,24.15,23,2,B,Gioi
528,Dai hoc,0,Ky su R&D,17.85,17,5,D,Xuat sac
529,Dai hoc,0,Lap trinh vien,25.2,24,12,B,Trung binh
530,Khong bang cap,2,Lap trinh vien,6.3,6,2,C,Khong xep loai
531,Khong bang cap,9,Lap trinh vien,50.4,48,0,A,Khong xep loai
532,Khong bang cap,8,Lap trinh vien,12.6,12,14,B,Khong xep loai
533,Cao dang,0,Lap trinh vien,13.65,13,8,B,kha
534,Thac si,5,BA,17.85,17,9,B,kha
535,Khong bang cap,0,Lap trinh vien,9.45,9,1,A,Khong xep loai
536,Cao dang,1,Lap trinh vien,22.05,21,0,B,Xuat sac
537,Cao dang,11,Tester,11.55,11,13,C,kha
538,Cao dang,0,Tu van ban hang,7.35,7,0,C,Gioi
539,Khong bang cap,0,Ky su R&D,24.15,23,0,A,Khong xep loai
540,Cao dang,5,Lap trinh vien,21,20,7,C,Gioi
541,Cao dang,2,Ke toan,9.45,9,2,C,kha
542,Cao dang,1,Lap trinh vien,18.9,18,1,B,Xuat sac
543,Cao dang,0,Tu van ban hang,18.9,18,1,B,Trung binh
544,Dai hoc,0,BA,12.6,12,3,B,Xuat sac
545,Cao dang,3,Lap trinh vien,8.4,8,5,D,Trung binh
546,Cao dang,2,Lap trinh vien,12.6,12,3,A,Trung binh
547,Cao dang,5,PM,23.1,22,2,B,kha
548,Cao dang,3,Lap trinh vien,5.25,5,5,D,Xuat sac
549,Cao dang,0,PM,21,20,0,C,Xuat sac
550,Dai hoc,0,Tu van ban hang,13.65,13,0,B,Xuat sac
551,Cao dang,0,Xu ly data,7.875,7.5,0,A,Gioi
552,Dai hoc,6,Lap trinh vien,9.45,9,1,D,kha
553,Tien si,9,Ky su R&D,25.2,24,3,A,Khong xep loai
554,Dai hoc,29,PM,10.5,10,0,B,Xuat sac
555,Cao dang,13,Lap trinh vien,18.9,18,10,C,Xuat sac
556,Cao dang,5,BA,23.1,22,4,B,kha
557,Dai hoc,0,Lap trinh vien,19.95,19,0,C,Gioi
558,Dai hoc,7,Tu van ban hang,9.45,9,7,A,Gioi
559,Cao dang,0,PM,23.625,22.5,3,B,Gioi
560,Cao dang,22,Lap trinh vien,13.65,13,3,B,Gioi
561,Dai hoc,38,Lap trinh vien,24.15,23,9,A,Gioi
562,Cao dang,1,BA,8.4,8,0,D,Trung binh
563,Dai hoc,4,Lap trinh vien,12.6,12,12,D,kha
564,Cao dang,3,Tu van ban hang,11.55,11,2,A,Gioi
565,Cao dang,0,Tester,7.35,7,0,C,Gioi
566,Dai hoc,0,Lap trinh vien,11.55,11,1,C,kha
567,Cao dang,1,BA,15.75,15,1,B,kha
568,Cao dang,3,Ky su R&D,23.1,22,3,D,kha
569,Dai hoc,1,Lap trinh vien,12.6,12,12,B,kha
570,Cao dang,10,Lap trinh vien,6.3,6,0,A,Trung binh
571,Thac si,0,Tester,15.75,15,0,A,kha
572,Khong bang cap,0,Ky su R&D,21,20,1,D,Khong xep loai
573,Dai hoc,0,Tu van ban hang,9.45,9,1,D,Trung binh
574,Dai hoc,2,PM,24.15,23,1,A,kha
575,Cao dang,0,Ky su R&D,17.85,17,2,C,kha
576,Cao dang,0,Lap trinh vien,14.175,13.5,0,C,kha
577,Dai hoc,13,Lap trinh vien,17.85,17,7,A,Gioi
578,Dai hoc,0,Lap trinh vien,34.65,33,5,D,kha
579,Dai hoc,0,Lap trinh vien,10.5,10,0,B,Gioi
580,Dai hoc,7,Tester,10.5,10,6,A,kha
581,Khong bang cap,0,Ky su R&D,4.2,4,2,A,Khong xep loai
582,Cao dang,2,Lap trinh vien,4.2,4,3,A,Trung binh
583,Khong bang cap,4,Ke toan,7.875,7.5,7,C,Khong xep loai
584,Khong bang cap,7,Ke toan,14.7,14,4,D,Khong xep loai
585,Khong bang cap,1,PM,26.25,25,1,D,Khong xep loai
586,Dai hoc,9,Tester,4.2,4,1,A,kha
587,Dai hoc,2,Lap trinh vien,16.8,16,5,D,kha
588,Cao dang,3,BA,23.1,22,1,A,kha
589,Dai hoc,4,Ky su R&D,11.55,11,1,D,Gioi
590,Cao dang,1,PM,5.25,5,2,C,Gioi
591,Thac si,0,Ky su R&D,22.05,21,14,A,Xuat sac
592,Dai hoc,2,Lap trinh vien,21,20,0,B,Xuat sac
593,Thac si,4,BA,19.95,19,4,A,Trung binh
594,Cao dang,0,BA,12.6,12,5,B,Gioi
595,Dai hoc,2,Lap trinh vien,5.25,5,12,A,Gioi
596,Cao dang,4,Xu ly data,9.45,9,8,D,Xuat sac
597,Thac si,14,Lap trinh vien,23.1,22,14,A,Trung binh
598,Khong bang cap,1,Lap trinh vien,22.05,21,4,D,Khong xep loai
599,Cao dang,13,Lap trinh vien,13.65,13,0,C,kha
600,Dai hoc,14,Tester,10.5,10,7,D,kha
601,Dai hoc,4,Lap trinh vien,9.45,9,4,D,kha
602,Dai hoc,3,PM,13.65,13,6,B,kha
603,Cao dang,2,Lap trinh vien,23.1,22,2,B,Gioi
604,Dai hoc,2,Ky su R&D,5.25,5,1,D,kha
605,Dai hoc,8,Tu van ban hang,12.6,12,2,D,kha
606,Thac si,1,Lap trinh vien,21,20,2,A,Trung binh
607,Khong bang cap,3,Lap trinh vien,17.325,16.5,0,B,Khong xep loai
608,Cao dang,8,BA,13.65,13,2,B,kha
609,Dai hoc,7,BA,25.2,24,7,D,Gioi
610,Cao dang,3,Lap trinh vien,18.9,18,2,B,Xuat sac
611,Khong bang cap,1,Lap trinh vien,7.35,7,0,D,Khong xep loai
612,Dai hoc,4,Lap trinh vien,5.25,5,5,C,Xuat sac
613,Dai hoc,1,Lap trinh vien,6.3,6,2,C,kha
614,Khong bang cap,4,Lap trinh vien,4.2,4,0,C,Khong xep loai
615,Cao dang,7,Lap trinh vien,19.95,19,2,C,Trung binh
616,Dai hoc,0,Lap trinh vien,31.5,30,1,A,Xuat sac
617,Khong bang cap,2,Lap trinh vien,4.2,4,1,D,Khong xep loai
618,Dai hoc,9,Ky su R&D,6.3,6,2,D,Gioi
619,Thac si,1,Ky su R&D,16.8,16,4,A,kha
620,Cao dang,2,Lap trinh vien,10.5,10,0,B,kha
621,Cao dang,0,Lap trinh vien,28.35,27,1,D,kha
622,Dai hoc,4,Tu van ban hang,4.2,4,6,C,kha
623,Khong bang cap,1,Lap trinh vien,18.9,18,2,D,Khong xep loai
624,Khong bang cap,0,Lap trinh vien,21,20,0,A,Khong xep loai
625,Dai hoc,5,Ky su R&D,19.95,19,4,C,Xuat sac
626,Cao dang,0,Tu van ban hang,9.45,9,5,B,Gioi
627,Cao dang,9,Lap trinh vien,12.6,12,9,A,Xuat sac
628,Dai hoc,0,Ky su R&D,21,20,1,A,Xuat sac
629,Dai hoc,4,Lap trinh vien,16.8,16,3,A,kha
630,Dai hoc,0,PM,14.175,13.5,0,B,Trung binh
631,Dai hoc,2,PM,40.95,39,13,D,Gioi
632,Cao dang,3,Tester,11.55,11,3,A,Xuat sac
633,Cao dang,2,Lap trinh vien,23.1,22,0,D,kha
634,Dai hoc,6,PM,22.05,21,5,B,Gioi
635,Cao dang,9,Lap trinh vien,15.75,15,2,D,Trung binh
636,Cao dang,13,Tu van ban hang,8.4,8,8,A,Trung binh
637,Cao dang,0,PM,22.05,21,2,A,Gioi
638,Dai hoc,0,Lap trinh vien,21,20,1,A,Xuat sac
639,Cao dang,6,Lap trinh vien,7.875,7.5,5,B,Gioi
640,Cao dang,4,BA,18.9,18,4,D,kha
641,Dai hoc,1,BA,4.2,4,0,B,Gioi
642,Dai hoc,0,PM,5.25,5,1,D,Xuat sac
643,Thac si,3,Lap trinh vien,15.75,15,12,A,kha
644,Dai hoc,0,Lap trinh vien,21,20,1,C,Gioi
645,Dai hoc,0,Lap trinh vien,7.35,7,1,B,Xuat sac
646,Khong bang cap,0,Lap trinh vien,18.9,18,1,B,Khong xep loai
647,Cao dang,3,PM,28.35,27,6,C,kha
648,Dai hoc,2,PM,29.925,28.5,2,B,Gioi
649,Dai hoc,0,Ky su R&D,24.15,23,0,D,Gioi
650,Cao dang,7,PM,10.5,10,12,A,kha
651,Cao dang,7,Lap trinh vien,19.95,19,7,A,Gioi
652,Cao dang,0,Lap trinh vien,25.2,24,5,A,Xuat sac
653,Cao dang,5,Lap trinh vien,12.6,12,0,C,Trung binh
654,Cao dang,0,BA,25.2,24,1,B,Gioi
655,Dai hoc,6,Ky su R&D,11.55,11,12,B,Gioi
656,Cao dang,10,Lap trinh vien,5.25,5,5,C,Gioi
657,Cao dang,13,Tu van ban hang,14.7,14,11,C,kha
658,Cao dang,0,Lap trinh vien,20.475,19.5,0,A,Gioi
659,Dai hoc,0,Lap trinh vien,28.35,27,1,A,Trung binh
660,Cao dang,3,PM,24.15,23,1,D,Trung binh
661,Dai hoc,3,Lap trinh vien,9.45,9,2,B,Xuat sac
662,Dai hoc,6,Lap trinh vien,21,20,7,B,Xuat sac
663,Cao dang,0,Tester,9.45,9,2,A,Trung binh
664,Dai hoc,1,Tester,6.3,6,0,B,Trung binh
665,Cao dang,3,Lap trinh vien,13.65,13,5,A,Trung binh
666,Khong bang cap,2,Lap trinh vien,15.75,15,14,D,Khong xep loai
667,Cao dang,2,Tu van ban hang,5.25,5,2,B,Gioi
668,Dai hoc,0,BA,14.175,13.5,0,B,Xuat sac
669,Dai hoc,2,Lap trinh vien,21,20,3,B,Trung binh
670,Cao dang,14,PM,21,20,10,A,kha
671,Cao dang,1,Tester,7.35,7,0,B,kha
672,Dai hoc,0,Lap trinh vien,15.75,15,1,B,Xuat sac
673,Cao dang,2,Ky su R&D,4.2,4,2,B,Trung binh
674,Cao dang,0,Lap trinh vien,15.75,15,1,A,Gioi
675,Cao dang,0,Lap trinh vien,15.75,15,7,C,Xuat sac
676,Dai hoc,2,Tu van ban hang,6.3,6,8,D,Gioi
677,Cao dang,0,Lap trinh vien,13.65,13,4,A,Gioi
678,Dai hoc,0,Ky su R&D,25.2,24,1,B,Gioi
679,Khong bang cap,14,Lap trinh vien,14.7,14,9,B,Khong xep loai
680,Cao dang,7,PM,22.05,21,2,C,Trung binh
681,Dai hoc,0,Tu van ban hang,6.3,6,7,D,Trung binh
682,Dai hoc,0,Lap trinh vien,9.45,9,1,D,Gioi
683,Khong bang cap,1,Lap trinh vien,11.55,11,2,D,Khong xep loai
684,Cao dang,6,Lap trinh vien,19.95,19,4,C,kha
685,Dai hoc,9,Lap trinh vien,23.1,22,1,A,kha
686,Dai hoc,17,Ky su R&D,23.1,22,0,A,Gioi
687,Dai hoc,2,Ke toan,4.2,4,8,D,Trung binh
688,Cao dang,3,Tu van ban hang,12.6,12,2,C,Trung binh
689,Dai hoc,1,Ke toan,9.45,9,0,A,Trung binh
690,Thac si,25,Ky su R&D,21,20,6,A,Xuat sac
691,Cao dang,12,PM,9.45,9,9,B,Trung binh
692,Dai hoc,5,Tu van ban hang,7.35,7,1,A,Xuat sac
693,Cao dang,24,Ky su R&D,22.05,21,6,B,kha
694,Cao dang,3,Tu van ban hang,12.6,12,2,B,Trung binh
695,Dai hoc,6,Xu ly data,22.05,21,7,B,Xuat sac
696,Dai hoc,6,Tu van ban hang,9.45,9,6,A,Trung binh
697,Dai hoc,0,Lap trinh vien,17.325,16.5,1,A,kha
698,Dai hoc,0,Lap trinh vien,8.4,8,0,C,kha
699,Thac si,3,Ky su R&D,21,20,4,A,Trung binh
700,Dai hoc,3,PM,22.05,21,0,D,Trung binh
701,Dai hoc,4,Lap trinh vien,4.2,4,0,A,Gioi
702,Khong bang cap,13,Lap trinh vien,7.35,7,8,D,Khong xep loai
703,Dai hoc,0,BA,19.95,19,1,C,Gioi
704,Dai hoc,3,Lap trinh vien,22.05,21,0,B,Gioi
705,Dai hoc,5,Lap trinh vien,4.2,4,2,B,Gioi
706,Dai hoc,1,Lap trinh vien,11.55,11,1,A,Xuat sac
707,Thac si,30,PM,25.2,24,4,A,Trung binh
708,Dai hoc,4,Lap trinh vien,4.2,4,4,A,Gioi
709,Cao dang,7,Ky su R&D,18.9,18,0,A,Gioi
710,Dai hoc,3,Tu van ban hang,14.7,14,1,D,Trung binh
711,Thac si,7,Lap trinh vien,16.8,16,2,A,Trung binh
712,Dai hoc,0,Lap trinh vien,5.25,5,0,A,Gioi
713,Dai hoc,8,Tu van ban hang,10.5,10,1,C,Gioi
714,Dai hoc,0,Lap trinh vien,9.45,9,0,A,Trung binh
715,Thac si,7,Lap trinh vien,16.8,16,3,A,Gioi
716,Cao dang,8,Lap trinh vien,10.5,10,2,D,Gioi
717,Cao dang,3,Lap trinh vien,10.5,10,1,A,Trung binh
718,Dai hoc,16,PM,30.45,29,14,D,Gioi
719,Khong bang cap,5,Ky su R&D,22.05,21,1,D,Khong xep loai
720,Dai hoc,8,Tu van ban hang,9.45,9,6,A,Xuat sac
721,Cao dang,3,Lap trinh vien,21,20,3,D,Trung binh
722,Dai hoc,0,Xu ly data,13.65,13,0,A,Xuat sac
723,Dai hoc,0,Ky su R&D,13.65,13,0,D,Gioi
724,Dai hoc,0,Lap trinh vien,18.9,18,2,A,Gioi
725,Dai hoc,18,Lap trinh vien,4.2,4,4,D,Trung binh
726,Cao dang,5,BA,15.75,15,10,B,Xuat sac
727,Dai hoc,4,Ky su R&D,11.55,11,3,D,Gioi
728,Cao dang,19,Ky su R&D,5.25,5,11,D,Gioi
729,Dai hoc,0,Lap trinh vien,16.8,16,2,D,Gioi
730,Dai hoc,16,BA,22.05,21,4,B,Gioi
731,Dai hoc,3,Ky su R&D,22.05,21,3,A,kha
732,Dai hoc,0,BA,7.35,7,0,D,kha
733,Dai hoc,2,Tu van ban hang,11.025,10.5,0,C,Gioi
734,Dai hoc,1,PM,4.2,4,5,D,kha
735,Dai hoc,3,Lap trinh vien,10.5,10,4,C,Gioi
736,Khong bang cap,5,Lap trinh vien,25.2,24,2,D,Khong xep loai
737,Cao dang,1,Xu ly data,9.45,9,0,B,Xuat sac
738,Cao dang,3,Tu van ban hang,7.35,7,9,C,Xuat sac
739,Khong bang cap,1,Tu van ban hang,12.6,12,0,C,Khong xep loai
740,Khong bang cap,4,Tu van ban hang,12.6,12,6,A,Khong xep loai
741,Cao dang,1,Tu van ban hang,11.55,11,5,D,kha
742,Dai hoc,0,Xu ly data,5.25,5,0,A,Xuat sac
743,Dai hoc,26,Lap trinh vien,23.1,22,7,C,Xuat sac
744,Cao dang,6,Ky su R&D,6.3,6,3,C,kha
745,Cao dang,19,Tester,11.55,11,14,C,Gioi
746,Cao dang,0,PM,12.6,12,2,B,Xuat sac
747,Cao dang,0,Lap trinh vien,19.95,19,0,A,kha
748,Dai hoc,3,BA,22.05,21,3,C,Trung binh
749,Cao dang,2,Ky su R&D,15.75,15,2,C,Gioi
750,Cao dang,4,Lap trinh vien,12.6,12,3,D,kha
751,Dai hoc,0,Lap trinh vien,20.475,19.5,2,A,Trung binh
752,Dai hoc,13,Ky su R&D,12.6,12,13,C,kha
753,Cao dang,18,Lap trinh vien,24.15,23,3,A,Trung binh
754,Cao dang,0,BA,17.325,16.5,1,A,kha
755,Dai hoc,0,PM,8.4,8,0,B,Gioi
756,Cao dang,1,Lap trinh vien,24.15,23,0,B,Xuat sac
757,Cao dang,2,Lap trinh vien,16.8,16,0,A,Trung binh
758,Cao dang,14,BA,23.1,22,1,C,Gioi
759,Cao dang,1,Lap trinh vien,24.15,23,0,B,Trung binh
760,Khong bang cap,1,Tester,4.2,4,1,A,Khong xep loai
761,Cao dang,1,Lap trinh vien,25.2,24,0,D,kha
762,Cao dang,1,Tu van ban hang,13.65,13,4,C,kha
763,Dai hoc,0,PM,14.7,14,11,C,Xuat sac
764,Dai hoc,3,Ke toan,18.9,18,6,A,Xuat sac
765,Cao dang,3,Ky su R&D,7.35,7,0,A,Trung binh
766,Dai hoc,11,Tu van ban hang,4.2,4,14,C,Xuat sac
767,Cao dang,4,Lap trinh vien,11.55,11,0,A,Trung binh
768,Dai hoc,5,BA,9.45,9,13,C,kha
769,Khong bang cap,7,Tu van ban hang,15.75,15,7,A,Khong xep loai
770,Khong bang cap,8,Lap trinh vien,16.8,16,2,C,Khong xep loai
771,Dai hoc,3,Lap trinh vien,22.05,21,0,B,Trung binh
772,Cao dang,1,Lap trinh vien,15.75,15,0,A,Trung binh
773,Dai hoc,1,PM,9.45,9,9,B,kha
774,Cao dang,2,Lap trinh vien,12.6,12,1,D,kha
775,Dai hoc,2,BA,23.1,22,2,D,Trung binh
776,Cao dang,2,Tu van ban hang,10.5,10,0,D,kha
777,Cao dang,0,PM,30.45,29,1,B,Xuat sac
778,Khong bang cap,8,Lap trinh vien,17.85,17,2,C,Khong xep loai
779,Cao dang,6,Ke toan,12.6,12,5,C,Trung binh
780,Khong bang cap,2,Tu van ban hang,10.5,10,4,A,Khong xep loai
781,Cao dang,0,Lap trinh vien,25.2,24,1,C,kha
782,Cao dang,2,Xu ly data,14.7,14,2,B,Gioi
783,Dai hoc,8,Lap trinh vien,22.05,21,3,D,Gioi
784,Dai hoc,4,PM,21,20,2,C,Xuat sac
785,Dai hoc,2,BA,22.05,21,1,C,kha
786,Cao dang,2,Ky su R&D,24.15,23,13,D,Xuat sac
787,Khong bang cap,2,Xu ly data,8.4,8,2,A,Khong xep loai
788,Dai hoc,2,Lap trinh vien,24.15,23,5,C,kha
789,Cao dang,6,Lap trinh vien,37.8,36,3,A,Gioi
790,Khong bang cap,1,BA,14.175,13.5,6,A,Khong xep loai
791,Dai hoc,0,PM,18.9,18,1,D,kha
792,Cao dang,1,Lap trinh vien,14.7,14,2,B,kha
793,Dai hoc,1,BA,12.6,12,1,D,Gioi
794,Dai hoc,1,Ky su R&D,8.4,8,10,B,Xuat sac
795,Cao dang,2,Tester,12.6,12,6,B,Trung binh
796,Dai hoc,34,Lap trinh vien,18.9,18,12,B,Xuat sac
797,Khong bang cap,1,Lap trinh vien,4.2,4,6,A,Khong xep loai
798,Cao dang,2,BA,5.25,5,3,C,Trung binh
799,Cao dang,3,Lap trinh vien,6.3,6,1,A,Gioi
800,Khong bang cap,1,Ky su R&D,5.25,5,0,C,Khong xep loai
801,Cao dang,5,Ky su R&D,17.325,16.5,5,C,Gioi
802,Dai hoc,0,Lap trinh vien,17.85,17,1,D,Xuat sac
803,Cao dang,0,Tu van ban hang,4.2,4,1,D,Xuat sac
804,Dai hoc,4,BA,12.6,12,6,C,Trung binh
805,Dai hoc,0,BA,14.7,14,9,D,kha
806,Cao dang,0,Lap trinh vien,7.35,7,0,B,kha
807,Cao dang,0,BA,25.2,24,1,A,kha
808,Dai hoc,29,PM,14.7,14,12,C,kha
809,Cao dang,0,Lap trinh vien,17.325,16.5,1,A,Trung binh
810,Thac si,9,Tester,15.75,15,0,A,Trung binh
811,Dai hoc,10,Tu van ban hang,8.4,8,2,C,Gioi
812,Dai hoc,11,Ky su R&D,63,60,7,A,Xuat sac
813,Cao dang,5,Xu ly data,13.65,13,2,D,Xuat sac
814,Khong bang cap,12,Tu van ban hang,13.65,13,14,A,Khong xep loai
815,Cao dang,15,Tu van ban hang,8.4,8,11,C,kha
816,Cao dang,3,Lap trinh vien,14.7,14,7,A,Trung binh
817,Cao dang,2,Tu van ban hang,4.2,4,3,D,kha
818,Cao dang,7,Ky su R&D,21,20,5,A,Trung binh
819,Dai hoc,2,Lap trinh vien,12.6,12,3,A,Xuat sac
820,Thac si,3,Xu ly data,15.75,15,3,B,kha
821,Khong bang cap,1,PM,18.9,18,2,C,Khong xep loai
822,Khong bang cap,3,Ke toan,13.65,13,3,C,Khong xep loai
823,Thac si,2,BA,28.35,27,1,A,Gioi
824,Cao dang,1,Xu ly data,6.3,6,0,C,Gioi
825,Cao dang,4,Lap trinh vien,25.2,24,0,C,Trung binh
826,Dai hoc,2,Lap trinh vien,15.75,15,4,B,Xuat sac
827,Dai hoc,6,PM,6.3,6,7,C,kha
